0,37920
1,18483.6
2,16578.1
3,15661
4,15092.1
5,14694.7
6,14048
7,13659.4
8,13435.7
9,13106.8
10,12887.3
11,12684.5
12,12323.1
13,11918.2
14,11478.4
15,11196.3
16,10997.9
17,10558.9
18,10322
19,10123.7
20,9898.76
21,9768.06
22,9669.44
23,9584.77
